caller_id,callee_id,call_start,call_duration,call_type,cell_id,location,imei,is_fraud
6620668197935,1705508435622,2023-04-09 06:13:31,142,sms_in,CELL_103,"-85.1537,52.2056",IMEI_606968,False
6805926684405,4734406692410,2023-05-17 08:01:52,128,voice_in,CELL_185,"-36.9870,8.1154",IMEI_300816,False
3508133282254,6522213407508,2023-03-16 12:18:41,356,voice_in,CELL_121,"57.1275,-103.4569",IMEI_779129,False
4698206902798,1018392690792,2023-11-23 00:34:46,1055,sms_out,CELL_180,"5.3262,-135.2025",IMEI_200676,False
7019567975224,6479185396406,2023-06-01 00:27:19,1623,voice_in,CELL_144,"-74.5723,163.4306",IMEI_377604,False
8129558686501,9995588081950,2023-03-15 17:03:31,550,sms_out,CELL_153,"15.1076,-9.0716",IMEI_148894,False
6487412297688,1279569531441,2023-06-20 14:54:27,897,sms_in,CELL_186,"55.0939,-168.7001",IMEI_207187,False
2551561618298,8750242906465,2023-10-26 00:01:21,1224,voice_in,CELL_192,"9.5124,142.3264",IMEI_529023,False
4248652010583,2350766872140,2023-08-31 17:19:37,1383,voice_in,CELL_122,"-58.6977,62.0744",IMEI_305680,False
8429909574035,0725893186927,2023-07-21 00:45:17,209,voice_in,CELL_119,"-53.4457,-66.4445",IMEI_766397,False
5944958299988,4025732234755,2023-05-18 23:22:35,507,voice_out,CELL_180,"1.1058,131.8982",IMEI_873128,False
2670547926157,9185502363340,2023-06-04 23:10:45,660,voice_out,CELL_140,"-1.4541,95.5722",IMEI_206156,False
3233956057954,8550233062627,2023-02-03 04:44:54,1601,voice_out,CELL_138,"-45.6044,29.3064",IMEI_639612,False
0948361119792,3248945983577,2023-07-18 00:04:34,37,sms_out,CELL_121,"-53.5406,-94.7257",IMEI_512547,False
2568312526571,8665571232428,2023-07-06 18:26:43,1743,sms_out,CELL_194,"-70.5221,-41.4831",IMEI_964778,False
6340629321204,4569105667436,2023-09-10 03:08:53,1729,sms_in,CELL_152,"-82.6997,116.2730",IMEI_564923,False
5833918794343,3145778861452,2023-03-15 14:07:18,563,voice_in,CELL_161,"18.6458,148.0381",IMEI_852168,False
7437194707365,8101317467498,2023-08-10 16:04:51,990,voice_in,CELL_147,"29.9288,-81.2180",IMEI_287835,False
7070237796139,0425691936942,2023-08-22 01:31:08,1575,sms_out,CELL_155,"-14.1009,-98.6668",IMEI_946602,False
0982690689313,4808364096703,2023-11-25 13:12:47,469,sms_out,CELL_184,"9.5124,142.3264",IMEI_925598,False
3466758338142,0747062480648,2023-05-18 11:07:04,884,sms_out,CELL_163,"-42.3257,-8.3196",IMEI_968766,False
3219810497826,9388163222521,2023-11-03 12:35:16,1076,voice_out,CELL_117,"-87.8213,-78.2095",IMEI_196342,False
8047568982235,9781055174694,2023-04-09 22:15:59,1287,voice_in,CELL_166,"5.2583,46.4401",IMEI_846770,False
5449595973642,8344432948005,2023-10-03 05:01:22,1477,voice_in,CELL_168,"-15.7304,-142.2235",IMEI_802502,False
7541989087174,4989353204953,2023-03-25 02:29:59,1151,sms_in,CELL_130,"-75.6017,56.2180",IMEI_240631,False
0426016086866,1364341578298,2023-03-16 13:29:01,755,sms_in,CELL_159,"-25.1409,50.4622",IMEI_682419,False
4172534584665,0778853459365,2023-01-19 11:53:36,253,voice_in,CELL_186,"-89.0528,-13.9179",IMEI_972592,False
4013217756826,1699416268254,2023-05-26 00:01:47,1555,voice_out,CELL_130,"-39.4913,151.4599",IMEI_614918,False
4748972651678,2925722434503,2023-03-23 11:38:41,1454,sms_in,CELL_141,"39.1017,-5.9720",IMEI_451998,False
8699749825930,1768923589551,2023-11-08 11:33:35,1691,voice_in,CELL_188,"-85.7072,57.7078",IMEI_808482,False
2576586082393,3658675805798,2023-01-10 18:19:58,1407,sms_in,CELL_157,"-39.5174,114.3451",IMEI_919262,False
8819056251813,9622174128266,2023-04-30 07:55:17,1109,voice_in,CELL_180,"-28.2356,8.5379",IMEI_352776,False
8331601687473,1088021915090,2023-03-14 07:33:21,831,sms_out,CELL_139,"-17.5001,147.8699",IMEI_949699,False
8489836410761,7739418016780,2023-09-18 05:16:38,1431,sms_in,CELL_174,"-83.8320,147.1510",IMEI_825821,False
9144412801392,5699895704710,2023-08-14 00:38:18,277,voice_in,CELL_197,"-53.0563,142.5980",IMEI_781192,False
4782391172601,9205376527079,2023-08-07 19:48:27,997,voice_in,CELL_152,"50.3119,-162.7413",IMEI_279347,False
1921575444322,8227168761200,2023-07-25 03:24:43,178,sms_out,CELL_192,"-7.9002,-42.0827",IMEI_945403,False
2605167681324,4721050528432,2023-03-30 14:53:44,336,sms_out,CELL_139,"-85.9658,18.7488",IMEI_958797,False
5824619363218,5425306695491,2023-11-29 07:55:23,263,voice_in,CELL_145,"-77.4194,40.6078",IMEI_326712,False
9111200025222,9051623391087,2023-07-24 02:27:15,424,sms_in,CELL_130,"37.9029,-135.3261",IMEI_962718,False
6367410881594,3060740053239,2023-07-13 09:25:55,1162,voice_out,CELL_117,"-49.2112,-122.6439",IMEI_127335,False
4036433006034,1271049672049,2023-11-04 19:53:26,1692,voice_in,CELL_194,"-25.5925,-32.1174",IMEI_823828,False
3355110097860,9848109720586,2023-04-25 13:48:52,999,sms_out,CELL_104,"43.8980,-97.3298",IMEI_129709,False
1052759061625,4888647804797,2023-07-23 21:39:02,317,sms_out,CELL_193,"-88.8797,68.8347",IMEI_246562,False
2584381222994,1452204516760,2023-02-17 05:04:50,919,voice_in,CELL_127,"-61.8222,-4.9884",IMEI_925598,False
1880631948987,6440960208383,2023-08-27 20:43:20,1654,sms_out,CELL_185,"-4.8823,99.8787",IMEI_568955,False
2179901801238,9782956426940,2023-01-18 21:39:57,610,voice_out,CELL_164,"-89.7796,3.1750",IMEI_713918,False
1124089737758,1249619548741,2023-01-05 19:00:06,371,voice_in,CELL_113,"-22.6620,27.7021",IMEI_964021,False
3364511816529,9322669397135,2023-05-01 09:50:34,603,sms_out,CELL_134,"-10.1694,-70.2132",IMEI_414535,False
3310014086605,0678371862432,2023-01-04 19:33:33,1595,sms_out,CELL_180,"-57.3965,-177.9170",IMEI_580720,False
4453553676402,2028198430421,2023-06-13 18:51:02,636,voice_out,CELL_193,"-80.5036,101.4921",IMEI_131771,False
3329125580220,3260970740626,2023-12-14 01:31:40,899,voice_out,CELL_197,"-10.1694,-70.2132",IMEI_344678,False
1882524015327,7941040289390,2023-02-25 21:49:45,1056,voice_in,CELL_190,"-4.6437,-128.9701",IMEI_452497,False
6546163356448,0984007500575,2023-09-22 15:00:41,242,sms_out,CELL_165,"-30.8897,-87.1343",IMEI_713918,False
6108307470276,9930907208270,2023-04-28 06:47:16,440,sms_in,CELL_148,"-17.1366,63.1443",IMEI_690722,False
2800845504946,6253122903206,2023-07-15 21:41:40,710,voice_out,CELL_142,"70.6547,-137.1871",IMEI_672226,False
4474626293069,1919169248703,2023-02-26 13:19:53,1058,voice_in,CELL_151,"16.3968,95.3553",IMEI_958797,False
8824537118005,7334652108754,2023-03-05 20:58:28,581,voice_out,CELL_151,"-12.5284,143.9535",IMEI_493484,False
6327256222789,9657789418231,2023-04-19 16:12:30,495,sms_in,CELL_174,"17.0141,-2.8838",IMEI_633006,False
5333337884919,1944783408577,2023-03-09 20:20:50,1355,sms_in,CELL_171,"40.8370,61.0994",IMEI_242861,False
9221541984274,9584837435471,2023-02-17 01:51:46,975,voice_out,CELL_117,"-62.6427,-119.3182",IMEI_469215,False
0811837826362,6257929183001,2023-04-09 17:05:43,1620,voice_in,CELL_184,"22.5270,15.3410",IMEI_781192,False
9605635239625,6498991315351,2023-03-13 20:38:15,263,voice_in,CELL_174,"-18.1017,147.1074",IMEI_558492,False
3786548918408,3398984514162,2023-10-08 05:29:39,823,voice_in,CELL_195,"-82.2648,74.4015",IMEI_126341,False
7959897894634,1848917761050,2023-04-02 19:33:11,1683,voice_out,CELL_133,"24.2721,-73.6802",IMEI_863818,False
3805563709569,4173717996648,2023-11-28 17:21:12,839,sms_out,CELL_146,"23.7826,-132.9927",IMEI_851138,False
2545557165856,9009220227769,2023-12-04 14:48:22,175,sms_in,CELL_171,"-82.7353,-178.5717",IMEI_184208,False
8326932563238,6429351161716,2023-01-10 17:05:39,578,sms_out,CELL_109,"-82.7353,-178.5717",IMEI_485618,False
9324093252619,6055913389097,2023-04-03 14:40:39,1321,voice_out,CELL_163,"21.8944,-64.3446",IMEI_814563,False
1232855767400,8631428135041,2023-11-05 16:57:51,453,sms_out,CELL_161,"-43.0130,-53.0742",IMEI_537143,False
3824904491757,0484540140451,2023-06-10 12:26:00,1439,voice_in,CELL_174,"-20.4416,1.3364",IMEI_607297,False
1712584642630,9174101098314,2023-09-28 03:40:05,584,voice_out,CELL_118,"-83.0018,-30.2312",IMEI_918654,False
5043717734070,3004258014538,2023-02-28 17:11:58,1256,voice_out,CELL_164,"57.1284,84.5105",IMEI_852090,False
8953565518332,2618248484149,2023-11-01 20:07:21,1721,sms_out,CELL_177,"-15.1543,79.4767",IMEI_206156,False
7946887696537,6956553257089,2023-07-09 21:55:16,250,voice_out,CELL_152,"17.0141,-2.8838",IMEI_619090,False
5005582766013,6734499920932,2023-07-25 12:16:33,937,voice_out,CELL_138,"-83.8320,147.1510",IMEI_922986,False
4143699702896,9196837004889,2023-02-05 00:30:57,636,sms_out,CELL_186,"-88.9015,76.8144",IMEI_520651,False
3193159104924,1196154271793,2023-10-08 13:45:41,1798,sms_out,CELL_178,"44.6969,-54.4163",IMEI_915217,False
7605602728925,5180506372762,2023-03-15 23:49:41,553,voice_in,CELL_142,"63.1324,132.4102",IMEI_223091,False
6600103876814,2306993368041,2023-06-25 07:30:43,1546,sms_out,CELL_100,"-76.3415,-7.2005",IMEI_220686,False
1586653727758,6037146842285,2023-03-11 20:48:26,35,voice_out,CELL_168,"-18.6628,-86.2738",IMEI_585952,False
6336879679697,4728733837829,2023-02-09 17:04:21,935,voice_in,CELL_170,"48.7308,-151.8980",IMEI_377604,False
8225311809339,8101187196889,2023-09-20 21:15:40,1181,sms_in,CELL_169,"-89.7261,-144.4823",IMEI_585486,False
4267728748757,9561562825123,2023-03-09 07:28:08,1678,voice_in,CELL_140,"-40.4247,-132.6516",IMEI_890894,False
8573263972715,7772197499598,2023-09-24 23:46:35,228,voice_in,CELL_144,"-61.2709,-31.3862",IMEI_136609,False
9126462790588,8456095936585,2023-10-01 23:45:14,148,voice_in,CELL_102,"-76.8744,24.4052",IMEI_628040,False
9704488309285,8521285662417,2023-07-20 16:56:16,308,voice_in,CELL_143,"28.0518,70.2597",IMEI_542763,False
7274862971474,4989893566446,2023-03-12 20:58:33,130,sms_in,CELL_132,"-35.4009,178.3089",IMEI_131771,False
6221820235987,4213815557394,2023-09-04 05:57:22,1572,sms_out,CELL_197,"-68.9855,75.1161",IMEI_686604,False
7171069939489,3156757144177,2023-07-06 19:55:57,1396,voice_out,CELL_182,"-89.7796,3.1750",IMEI_486531,False
3383511074839,9243469129962,2023-07-25 07:55:32,253,voice_in,CELL_171,"58.8978,-129.8034",IMEI_619090,False
7976454196730,7997328900654,2023-05-12 01:27:08,708,sms_in,CELL_132,"77.4218,-84.3294",IMEI_731788,False
0142680011476,3861895588832,2023-01-25 16:13:12,897,sms_out,CELL_128,"-79.8384,-24.4584",IMEI_310191,False
7173870954689,4557619278563,2023-01-24 14:18:19,1798,sms_in,CELL_165,"-53.8869,90.5803",IMEI_915217,False
6118712562961,7378359420080,2023-12-06 19:01:24,551,voice_in,CELL_138,"20.1933,132.5236",IMEI_568955,False
5716579334720,2470414344643,2023-09-26 09:54:10,575,sms_out,CELL_131,"20.4573,-69.2863",IMEI_648757,False
3062826123933,1851810148913,2023-04-02 18:23:06,656,sms_in,CELL_125,"-31.5650,-119.3915",IMEI_221587,False
8612973136768,9694477970786,2023-09-29 20:26:54,1563,sms_in,CELL_111,"-17.2189,-14.4415",IMEI_782840,False
3180538722049,1119154749774,2023-08-11 21:50:21,1056,voice_in,CELL_166,"-86.3176,67.9266",IMEI_555019,False
8288871540255,9094018605262,2023-04-04 20:22:40,1070,sms_in,CELL_106,"50.3119,-162.7413",IMEI_721841,False
2203270935004,2631203762545,2023-11-21 01:07:51,709,sms_in,CELL_121,"17.9087,166.5060",IMEI_873128,False
8947953905921,5415518429045,2023-03-10 08:38:13,209,voice_in,CELL_189,"56.1575,130.9679",IMEI_918654,False
3439412305997,7427742604959,2023-12-24 10:03:05,954,voice_in,CELL_113,"-62.4241,167.7468",IMEI_707704,False
4511126460515,5471829808019,2023-10-21 02:35:32,88,sms_out,CELL_121,"-76.3415,-7.2005",IMEI_964597,False
6650475452406,0203294572507,2023-06-17 23:16:02,1720,sms_in,CELL_158,"-38.4196,113.9129",IMEI_812258,False
9261793436631,4959260936439,2023-09-27 05:33:15,1489,voice_out,CELL_166,"80.2802,-1.3671",IMEI_606609,False
5508517594400,1487821791443,2023-12-26 06:03:22,220,sms_in,CELL_101,"72.6521,129.0670",IMEI_690580,False
1586311224718,1268474159804,2023-06-03 14:06:49,304,sms_out,CELL_180,"34.4569,159.9279",IMEI_131112,False
4092261450034,5009862633555,2023-08-06 03:35:32,129,sms_out,CELL_150,"27.3484,170.7936",IMEI_915217,False
0690396108129,7122444945301,2023-06-01 18:43:41,1339,voice_in,CELL_160,"88.6238,-5.6538",IMEI_946243,False
7387937131249,1407512493085,2023-04-20 02:25:11,152,sms_in,CELL_137,"-82.6997,116.2730",IMEI_223091,False
3343282247471,5969360703774,2023-05-29 11:11:14,565,sms_in,CELL_198,"-73.3565,-175.1262",IMEI_427372,False
7283100052001,6241444925857,2023-04-20 18:07:35,1779,voice_out,CELL_139,"58.7239,138.1851",IMEI_613815,False
2933384740692,2717000640226,2023-08-21 02:38:28,1552,voice_in,CELL_195,"53.6699,-169.3963",IMEI_537410,False
1194289836361,3022570950904,2023-08-29 02:05:54,1346,sms_in,CELL_196,"-31.1830,-42.3949",IMEI_596346,False
9090417975177,3203518572874,2023-03-15 14:45:37,43,sms_in,CELL_153,"37.1592,-166.8303",IMEI_796259,False
3739674192321,2401369281222,2023-12-02 06:08:17,1013,sms_out,CELL_116,"61.7789,25.0086",IMEI_449893,False
3577175985427,7679268039433,2023-07-15 03:41:41,53,sms_out,CELL_178,"-33.3428,-16.2769",IMEI_818592,False
2164110640348,2720872334664,2023-11-14 13:20:09,1735,sms_out,CELL_122,"58.1279,125.4195",IMEI_606609,False
0793207456299,6483154304479,2023-01-08 08:21:33,1000,sms_in,CELL_122,"63.9087,142.7844",IMEI_256058,False
9765646514592,7565556953455,2023-11-24 13:11:14,455,voice_in,CELL_149,"-50.9503,-22.2857",IMEI_920778,False
2769250082771,8136166417415,2023-04-03 20:09:02,1739,sms_out,CELL_125,"77.4371,-78.6761",IMEI_898129,False
4104659129982,5712089441053,2023-02-10 22:48:19,1489,voice_out,CELL_136,"-29.5967,91.3191",IMEI_964597,False
6169884908451,2640338854536,2023-11-01 21:28:38,228,voice_out,CELL_178,"44.0840,-121.2704",IMEI_490645,False
5601193767451,9727124495735,2023-08-15 17:59:54,606,voice_in,CELL_197,"28.3431,-45.7518",IMEI_630143,False
8101776591179,7324954136995,2023-05-07 18:19:53,532,voice_out,CELL_105,"-16.2842,-92.0851",IMEI_261441,False
3241543164342,9971389347515,2023-03-14 19:01:42,316,sms_in,CELL_139,"-83.7599,18.6165",IMEI_716915,False
0774307309395,9886745037295,2023-10-04 00:17:37,1577,voice_out,CELL_150,"-89.4449,-95.5249",IMEI_537247,False
6406281140926,2039927078795,2023-03-22 17:36:04,717,sms_out,CELL_145,"66.8863,95.7663",IMEI_493484,False
9189053081027,8497610776539,2023-10-30 05:29:48,22,voice_out,CELL_153,"-1.1613,-59.5931",IMEI_895796,False
0016816115543,8260386840806,2023-04-27 08:31:38,1796,sms_in,CELL_181,"-51.3826,94.4398",IMEI_192424,False
1260323188863,7222210254328,2023-08-07 08:42:31,1340,sms_out,CELL_159,"-85.5409,164.9494",IMEI_781282,False
6388144827077,0409579062688,2023-07-25 18:23:47,633,sms_in,CELL_115,"-81.2638,-36.4862",IMEI_586416,False
6241954304914,1220494970626,2023-06-20 20:53:46,244,voice_in,CELL_168,"20.6011,-47.3415",IMEI_780500,False
8622276961331,0169127520236,2023-03-14 14:20:16,880,voice_in,CELL_142,"11.3536,-60.0897",IMEI_803122,False
6983035640532,3653678091573,2023-11-05 15:17:57,1289,voice_in,CELL_174,"-83.8320,147.1510",IMEI_146389,False
0925971835407,4213958428578,2023-07-04 08:49:06,84,voice_out,CELL_188,"-53.4346,-161.5704",IMEI_873980,False
6969327226096,6679440236486,2023-10-24 09:58:20,1551,voice_in,CELL_174,"-82.7510,-68.8795",IMEI_192426,False
7327934674737,0587371990415,2023-11-07 12:23:38,1131,voice_in,CELL_112,"-82.7510,-68.8795",IMEI_461980,False
0704104848180,3473090041186,2023-05-21 00:37:13,352,voice_out,CELL_130,"-58.7449,44.6341",IMEI_469512,False
5846799740723,9100018404471,2023-07-25 05:48:17,324,sms_out,CELL_185,"16.0272,-4.4968",IMEI_330259,False
4136669244744,4937817582162,2023-01-29 22:49:23,1217,sms_in,CELL_189,"18.2511,-0.7006",IMEI_673664,False
1093347147049,9198804185829,2023-11-27 08:10:57,1773,sms_out,CELL_148,"55.0939,-168.7001",IMEI_320752,False
4732308320189,9964288086751,2023-08-05 20:28:37,626,voice_in,CELL_194,"59.2075,131.9288",IMEI_707704,False
4410430367905,4937593477707,2023-03-10 21:51:49,1608,sms_out,CELL_161,"-86.3176,67.9266",IMEI_488331,False
2372933814288,5460816280794,2023-01-12 19:37:24,624,voice_out,CELL_104,"32.8643,134.1298",IMEI_716336,False
3043303804054,6111175939622,2023-12-01 19:37:53,794,sms_in,CELL_185,"-52.7782,29.8023",IMEI_448737,False
0458508631569,4866550059165,2023-11-21 18:35:47,474,voice_in,CELL_197,"-16.4393,4.3932",IMEI_448829,False
2598569086049,2143471612333,2023-01-18 00:26:17,1261,voice_out,CELL_121,"87.0878,173.9957",IMEI_129696,False
3599448066635,2284793919951,2023-11-18 19:26:26,720,sms_in,CELL_140,"-46.9073,39.5349",IMEI_524348,False
3019500252347,5193036285236,2023-11-12 21:46:34,1758,sms_in,CELL_198,"33.3400,-143.2227",IMEI_731344,False
3621463895082,5718357857281,2023-12-26 03:41:05,1157,voice_out,CELL_183,"85.7727,35.2950",IMEI_702579,False
2279407371307,4038659849862,2023-12-07 09:44:20,1312,voice_out,CELL_127,"-89.1664,-63.7080",IMEI_648146,False
0335403207250,0660135060934,2023-10-18 22:41:33,956,voice_out,CELL_165,"-57.1415,16.8247",IMEI_681538,False
1585367737432,0708725438090,2023-02-04 01:04:56,48,sms_out,CELL_197,"-33.6145,165.4837",IMEI_896768,False
7857891260422,2783126318327,2023-05-24 12:10:20,1450,voice_out,CELL_198,"30.8328,-26.0415",IMEI_525134,False
6677883754335,2025061973825,2023-08-05 06:35:11,1343,voice_out,CELL_106,"88.1317,128.4460",IMEI_958043,False
0921052870053,6595336672584,2023-04-01 00:28:24,1757,voice_in,CELL_196,"33.0872,75.2717",IMEI_815738,False
9746106461187,3218268978459,2023-08-22 04:05:35,408,sms_out,CELL_141,"13.2795,-97.9861",IMEI_741764,False
9041382006966,8557298087177,2023-04-03 06:49:05,420,voice_out,CELL_117,"37.1592,-166.8303",IMEI_156975,False
4904673180446,8434079083289,2023-01-09 01:33:39,1024,sms_out,CELL_158,"-47.7230,96.1542",IMEI_316210,False
1582255694554,3289036695428,2023-11-19 16:56:16,1572,sms_out,CELL_132,"-17.1366,63.1443",IMEI_473961,False
6470031458319,4321344455710,2023-10-20 22:31:33,549,voice_in,CELL_132,"-22.8140,132.6091",IMEI_307060,False
1812068248420,4241049115159,2023-12-18 01:29:55,864,sms_out,CELL_123,"45.9838,101.1320",IMEI_443059,False
4835594284662,7845087232373,2023-01-30 19:22:56,1414,voice_out,CELL_146,"-60.0187,98.9305",IMEI_564923,False
9577130243387,9294922202827,2023-02-06 11:56:17,1534,voice_out,CELL_178,"4.2070,51.8830",IMEI_454103,False
1421549003706,1886255854755,2023-12-15 09:57:02,1410,voice_in,CELL_158,"-58.0577,-77.5496",IMEI_431422,False
8074580942243,2763690975599,2023-11-03 10:35:48,1217,sms_out,CELL_184,"-3.0348,-113.8000",IMEI_448377,False
4934252237820,0339147148440,2023-09-29 03:35:02,1514,sms_out,CELL_151,"75.0961,-11.5137",IMEI_358830,False
5389430877338,9358449517705,2023-01-22 02:37:58,1100,sms_out,CELL_182,"77.4371,-78.6761",IMEI_815498,False
1600720654134,6864136215668,2023-11-13 02:10:45,398,voice_in,CELL_180,"-75.8015,70.4647",IMEI_115903,False
1476939122986,1593800953877,2023-11-02 07:36:20,981,sms_in,CELL_115,"29.8761,-72.5987",IMEI_437222,False
5947628466478,4164849441281,2023-08-17 22:44:45,1326,sms_in,CELL_128,"6.9070,21.0455",IMEI_544139,False
2062647926601,7735712356991,2023-07-17 20:05:09,1663,voice_in,CELL_130,"-86.3176,67.9266",IMEI_537143,False
5969565044110,6696690189959,2023-04-17 05:44:31,122,voice_in,CELL_127,"-71.5353,172.6654",IMEI_300816,False
4704086558488,1069103790103,2023-08-18 22:21:15,527,voice_out,CELL_138,"-5.2639,1.6625",IMEI_936810,False
1837344221288,8434898753953,2023-08-22 11:35:52,17,voice_out,CELL_121,"-2.0047,-53.5289",IMEI_366884,False
5868775758220,4161925291019,2023-06-06 10:08:21,1216,sms_in,CELL_196,"-41.4612,59.7820",IMEI_448829,False
2188558259369,9671278966050,2023-02-19 17:31:19,364,voice_in,CELL_178,"-60.0987,157.3069",IMEI_544139,False
7005293831522,7552747019483,2023-04-01 05:23:35,1778,sms_in,CELL_118,"51.4405,-90.1120",IMEI_958043,False
6160629307551,0895023019515,2023-11-25 16:19:38,1116,sms_in,CELL_105,"66.1046,-113.8449",IMEI_922986,False
2968323216017,0234973116310,2023-09-20 11:34:37,961,voice_out,CELL_100,"78.7130,-79.5452",IMEI_715109,False
2469699498180,6567488403600,2023-03-15 06:53:37,1504,voice_out,CELL_167,"43.7409,-96.9797",IMEI_640212,False
1444183884657,6464830930227,2023-02-24 16:51:19,1137,voice_in,CELL_137,"-26.0658,122.6699",IMEI_578438,False
1698630748339,1079821469610,2023-08-09 07:35:35,1110,voice_out,CELL_199,"17.2854,107.9757",IMEI_415676,False
5245177764740,5448847248567,2023-10-10 18:36:28,363,voice_in,CELL_193,"-60.3112,40.1767",IMEI_310888,False
0658766241231,0103121928553,2023-12-04 08:19:07,1559,sms_out,CELL_122,"18.1596,39.5261",IMEI_619212,False
2562223798265,7884710487834,2023-06-12 03:59:56,1015,voice_out,CELL_168,"-51.7938,-30.9586",IMEI_271445,False
1991270791223,4838274964595,2023-11-28 12:49:20,1496,sms_out,CELL_182,"-53.7107,153.2341",IMEI_137823,False
7871337715760,1045724754352,2023-05-16 20:13:06,992,voice_in,CELL_174,"-12.5667,42.3799",IMEI_968766,False
0666286090306,2433542732562,2023-11-06 21:15:27,220,sms_in,CELL_182,"-88.4623,-51.4909",IMEI_234116,False
1144667775167,6321742836521,2023-04-22 22:31:00,161,voice_in,CELL_148,"82.1708,-44.3207",IMEI_446418,False
6257546626071,3220772264108,2023-11-01 03:35:50,373,voice_in,CELL_104,"-85.6478,-151.9978",IMEI_747196,False
0653378575797,9055971061683,2023-09-06 09:13:33,608,sms_out,CELL_112,"-74.5723,163.4306",IMEI_292257,False
7483471607509,8280535127964,2023-10-05 19:55:20,1372,voice_out,CELL_108,"-3.0681,94.0248",IMEI_152316,False
6560482612921,5467955899198,2023-01-07 12:26:56,164,voice_out,CELL_123,"31.4140,51.6544",IMEI_117056,False
3989339776229,1831938422222,2023-11-03 04:29:27,1057,voice_in,CELL_135,"42.2678,-36.5126",IMEI_644127,False
5865348093294,8868501462892,2023-09-30 05:17:01,339,voice_in,CELL_133,"-55.4783,49.5704",IMEI_890584,False
1733506864928,3835290503916,2023-02-03 12:21:17,1489,voice_out,CELL_151,"16.8130,18.1193",IMEI_650058,False
1543453582516,9943233536105,2023-08-02 08:29:45,119,voice_out,CELL_191,"-47.5033,129.9820",IMEI_915217,False
8544954935696,5866362316002,2023-09-14 14:04:12,55,voice_out,CELL_101,"66.4686,25.2310",IMEI_148894,False
0717180223358,7972055790657,2023-11-04 18:32:36,1677,sms_out,CELL_106,"63.2143,148.2686",IMEI_361554,False
4265526426118,5017150316274,2023-11-30 17:54:21,1351,sms_in,CELL_111,"-37.2408,121.9020",IMEI_743985,False
9857391463244,5857553214106,2023-01-30 23:42:11,1564,voice_in,CELL_117,"39.2566,133.8908",IMEI_959779,False
1172529187091,0552726677078,2023-05-25 07:09:35,1251,voice_in,CELL_150,"-89.1664,-63.7080",IMEI_134278,False
9744900199581,8085513013970,2023-11-25 07:41:48,131,voice_out,CELL_113,"35.7977,-170.7657",IMEI_136609,False
5008923178035,9867949098604,2023-06-20 09:28:58,1065,voice_out,CELL_185,"-61.3602,113.8549",IMEI_361554,False
8103082696968,4239001600824,2023-04-07 21:33:18,1465,voice_out,CELL_163,"-19.2779,113.5464",IMEI_410325,False
1115441831923,6252372293834,2023-10-11 17:04:42,539,voice_in,CELL_118,"21.8595,-52.4209",IMEI_205378,False
0102723779112,0688866651747,2023-12-16 17:53:16,425,sms_out,CELL_120,"88.5385,-83.0001",IMEI_780869,False
6134932130073,8574007283092,2023-07-23 09:03:59,1043,voice_out,CELL_127,"47.3474,-106.6898",IMEI_564923,False
7722105408951,5673454791971,2023-08-31 19:17:39,207,voice_out,CELL_114,"-34.3287,-24.8082",IMEI_960956,False
6003256063929,6187258071317,2023-01-22 17:04:37,501,sms_in,CELL_115,"-50.9503,-22.2857",IMEI_776923,False
8541184168016,2567859293482,2023-10-27 23:41:57,906,voice_out,CELL_196,"25.2197,159.9553",IMEI_899376,False
7876583881155,6417411920115,2023-09-16 02:36:38,255,voice_out,CELL_105,"-11.9272,77.0833",IMEI_687067,False
2907223225825,9593480280380,2023-07-06 10:22:16,1636,voice_in,CELL_199,"3.5589,147.7371",IMEI_284122,False
5841345924495,0919752805250,2023-11-24 22:26:07,233,sms_out,CELL_155,"11.8039,-59.0304",IMEI_448737,False
7725014502775,3732845719816,2023-08-29 01:48:12,221,sms_in,CELL_112,"22.2640,101.7046",IMEI_773646,False
5690082431359,1661643179725,2023-03-02 19:16:15,1002,sms_in,CELL_168,"78.5102,-164.8799",IMEI_340027,False
1397724887178,8664571796978,2023-11-12 02:46:40,1414,voice_out,CELL_147,"13.2795,-97.9861",IMEI_658318,False
9947949154999,7264339431708,2023-10-05 16:39:14,479,voice_out,CELL_116,"41.1520,-14.0623",IMEI_520651,False
0164668045751,2697010773934,2023-08-25 01:53:12,1741,sms_in,CELL_123,"-89.0528,-13.9179",IMEI_544139,False
4448946239636,4167173323429,2023-09-23 17:45:18,468,voice_in,CELL_196,"47.3089,-53.6142",IMEI_239713,False
1819692632612,1364802464270,2023-10-20 09:36:56,942,voice_out,CELL_125,"-56.9757,18.8970",IMEI_958043,False
8954131840317,3796969521427,2023-06-19 17:21:37,668,sms_out,CELL_192,"-50.9503,-22.2857",IMEI_910805,False
5222360727160,7126010833449,2023-01-11 03:24:56,236,sms_out,CELL_161,"-3.1833,14.1893",IMEI_221587,False
8926029859963,2615157227612,2023-09-29 16:37:16,1697,voice_out,CELL_122,"-31.1830,-42.3949",IMEI_168719,False
1561607753768,7901244749859,2023-05-22 19:39:56,1527,voice_out,CELL_156,"22.0224,-10.1949",IMEI_148894,False
2199965909041,1635743197112,2023-05-26 13:22:22,351,voice_in,CELL_194,"6.9070,21.0455",IMEI_461980,False
9497156972382,3596299571734,2023-07-16 06:35:27,465,sms_out,CELL_124,"54.0102,73.6361",IMEI_606968,False
